word,n,Year
rock wrasse female,19,2008
spiculata cover was,19,2008
adult and juvenile,18,2008
adult and one,18,2008
blue rockfish all,18,2008
californica size frequency,18,2008
common at a,18,2008
cover decreased to,18,2008
density decreased to,18,2008
for a density,18,2008
male semicossyphus pulcher,18,2008
megastraea undosa were,18,2008
modules size frequency,18,2008
observed chromis punctipinnis,18,2008
olive rockfish adult,18,2008
parastichopus parvimensis density,18,2008
point contact data,18,2008
rare at a,18,2008
recruitment modules size,18,2008
s purpuratus were,18,2008
status dominated by,18,2008
the kelp forest,18,2008
were observed similar,18,2008
and s franciscanus,17,2008
by four divers,17,2008
californica were common,17,2008
cover similar to,17,2008
date mean std,17,2008
during sampling no,17,2008
east fish camp,17,2008
gorgonian stylaster californica,17,2008
gull island south,17,2008
increased from last,17,2008
juveniles observed up,17,2008
m2 species mean,17,2008
mean percent cover,17,2008
n santa cruz,17,2008
not observed on,17,2008
observed at the,17,2008
observed in the,17,2008
observed on quadrats,17,2008
parastichopus parvimensis were,17,2008
patiria miniata density,17,2008
per m2 species,17,2008
purpuratus and s,17,2008
recent years at,17,2008
rock wrasse male,17,2008
sea bass reef,17,2008
sebastes mystinus were,17,2008
serriceps were observed,17,2008
species date mean,17,2008
stylaster californica size,17,2008
up to seven,17,2008
up to six,17,2008
up to three,17,2008
were observed in,17,2008
a wide range,16,2008
abundant and diverse,16,2008
alloclinus holderi were,16,2008
balanophyllia elegans were,16,2008
californica cover was,16,2008
californica were present,16,2008
contact data mean,16,2008
cover species mean,16,2008
crassedoma giganteum density,16,2008
cruz island gull,16,2008
cystoseira spp were,16,2008
data mean percent,16,2008
embiotoca lateralis were,16,2008
island gull island,16,2008
juvenile sebastes serriceps,16,2008
medialuna californiensis halfmoon,16,2008
moderately abundant with,16,2008
most of the,16,2008
of filamentous diatoms,16,2008
panulirus interruptus were,16,2008
percent cover species,16,2008
red algae cover,16,2008
was observed at,16,2008
were recorded on,16,2008
wide range of,16,2008
with a mean,16,2008
abundant at a,15,2008
and no juvenile,15,2008
astrangia lajollaensis were,15,2008
brown algae were,15,2008
by s purpuratus,15,2008
density recorded since,15,2008
dev n anacapa,15,2008
dominated by s,15,2008
for the second,15,2008
gigartina spp were,15,2008
in cover to,15,2008
kushner et al,15,2008
n anacapa island,15,2008
of m pyrifera,15,2008
recorded at a,15,2008
remained low at,15,2008
sea lion rookery,15,2008
spp were recorded,15,2008
strongylocentrotus purpuratus and,15,2008
strongylocentrotus purpuratus were,15,2008
surfperch were observed,15,2008
the most common,15,2008
this site in,15,2008
up to nine,15,2008
vacca were observed,15,2008
was observed up,15,2008
were observed two,15,2008
were relatively abundant,15,2008
year with a,15,2008
algae were present,14,2008
and juvenile densities,14,2008
annual report technical,14,2008
as last year,14,2008
blue banded goby,14,2008
californiensis halfmoon were,14,2008
consecutive year to,14,2008
cover was recorded,14,2008
density remained similar,14,2008
density was similar,14,2008
desmarestia spp were,14,2008
diaperoecia californica were,14,2008
for the fourth,14,2008
found in the,14,2008
fourth consecutive year,14,2008
invertebrates in this,14,2008
jacksoni were observed,14,2008
juveniles observed oxyjulis,14,2008
last year’s high,14,2008
less abundant than,14,2008
muricea fruticosa were,14,2008
n santa rosa,14,2008
nigricans were observed,14,2008
observed oxyjulis californica,14,2008
observed two adult,14,2008
of s franciscanus,14,2008
one adult and,14,2008
rare with none,14,2008
report technical report,14,2008
species the temperature,14,2008
strongylocentrotus franciscanus and,14,2008
technical report chis,14,2008
than in recent,14,2008
the fourth consecutive,14,2008
the mean size,14,2008
this category were,14,2008
up to eight,14,2008
up to four,14,2008
at two sites,13,2008
band transect data,13,2008
blue rockfish adult,13,2008
blue rockfish juvenile,13,2008
california sheephead juvenile,13,2008
corynactis californica cover,13,2008
density remained low,13,2008
distributions santa barbara,13,2008
forest monitoring program,13,2008
green algae were,13,2008
had a density,13,2008
island scorpion anchorage,13,2008
kushner d j,13,2008
lowest recorded at,13,2008
macrocystis pyrifera size,13,2008
male halichoeres semicinctus,13,2008
observed paralabrax clathratus,13,2008
one of the,13,2008
pyrifera size frequency,13,2008
red algae were,13,2008
reef macrocystis pyrifera,13,2008
respectively similar to,13,2008
sebastes serranoides were,13,2008
since we began,13,2008
status mature kelp,13,2008
striped surfperch adult,13,2008
striped surfperch all,13,2008
substrate cover was,13,2008
toxotes rubberlip surfperch,13,2008
were less abundant,13,2008
were observed sebastes,13,2008
were observed three,13,2008
yellow rockfish were,13,2008
adult and two,12,2008
all indicator species,12,2008
anacapa island black,12,2008
a density of,271,2009
similar to last,239,2009
to last year,235,2009
with a density,164,2009
with up to,162,2009
santa cruz island,147,2009
at the site,143,2009
observed up to,143,2009
were common with,141,2009
a cover of,138,2009
size frequency distributions,131,2009
at this site,129,2009
to past years,126,2009
similar to past,125,2009
roving diver fish,120,2009
to recent years,120,2009
similar to recent,118,2009
m similar to,115,2009
macrocystis pyrifera adult,110,2009
were observed at,105,2009
avg st dev,99,2009
number of arms,99,2009
santa rosa island,97,2009
with a cover,95,2009
observed at the,92,2009
were observed up,89,2009
mean std dev,84,2009
std dev n,84,2009
santa barbara island,83,2009
were moderately abundant,83,2009
were not observed,82,2009
frequency distributions santa,77,2009
were observed on,73,2009
diver fish count,71,2009
at a density,68,2009
habitat size frequency,68,2009
natural habitat size,68,2009
algae cover was,67,2009
were rare with,67,2009
common with up,66,2009
dev avg st,66,2009
from last year,66,2009
st dev avg,66,2009
in the arms,65,2009
observed on rpcs,65,2009
species mean std,65,2009
black and yellow,64,2009
mean size of,64,2009
were observed during,62,2009
mature kelp forest,59,2009
wasting disease was,59,2009
dev n santa,58,2009
common with a,56,2009
disease was observed,56,2009
of the transect,56,2009
were observed one,56,2009
for this site,55,2009
kelp forest monitoring,54,2009
abundant with a,53,2009
observed during sampling,53,2009
were common at,53,2009
data mean number,51,2009
last year at,51,2009
mean number per,51,2009
a mean size,49,2009
diver fish counts,49,2009
dominated by strongylocentrotus,49,2009
san miguel island,49,2009
the highest recorded,48,2009
and yellow rockfish,45,2009
rare with a,45,2009
observed similar to,44,2009
was similar to,44,2009
than last year,43,2009
pyrifera adult 1m,42,2009
were abundant with,41,2009
and up to,40,2009
spp were observed,40,2009
distributions santa cruz,39,2009
last year and,39,2009
recorded at this,39,2009
rockfish were observed,39,2009
were observed no,39,2009
with a mean,39,2009
not observed on,38,2009
similar to previous,38,2009
to previous years,38,2009
embiotoca jacksoni juvenile,37,2009
m quadrats and,37,2009
none were observed,37,2009
observed during the,37,2009
sebastes mystinus juvenile,37,2009
were present with,37,2009
chromis punctipinnis adult,36,2009
chromis punctipinnis juvenile,36,2009
coralline algae cover,36,2009
embiotoca jacksoni adult,36,2009
embiotoca lateralis adult,36,2009
embiotoca lateralis juvenile,36,2009
for size frequencies,36,2009
girella nigricans adult,36,2009
girella nigricans juvenile,36,2009
halichoeres semicinctus female,36,2009
halichoeres semicinctus male,36,2009
hypsypops rubicundus adult,36,2009
hypsypops rubicundus juvenile,36,2009
oxyjulis californica adult,36,2009
oxyjulis californica juvenile,36,2009
paralabrax clathratus adult,36,2009
paralabrax clathratus juvenile,36,2009
random point contact,36,2009
rhacochilus vacca adult,36,2009
rhacochilus vacca juvenile,36,2009
sebastes atrovirens adult,36,2009
sebastes atrovirens juvenile,36,2009
sebastes mystinus adult,36,2009
sebastes serranoides adult,36,2009
sebastes serranoides juvenile,36,2009
semicossyphus pulcher female,36,2009
semicossyphus pulcher juvenile,36,2009
semicossyphus pulcher male,36,2009
fish counts were,35,2009
miscellaneous red algae,35,2009
point contact data,35,2009
were present at,35,2009
eisenia arborea adult,34,2009
macrocystis pyrifera juvenile,34,2009
mean percent cover,34,2009
urchin wasting disease,34,2009
abundance count common,33,2009
along the transect,33,2009
and one juvenile,33,2009
california sheephead female,33,2009
channel islands national,33,2009
common name date,33,2009
contact data mean,33,2009
count common name,33,2009
cover species mean,33,2009
data mean percent,33,2009
date observers observations,33,2009
eisenia arborea juvenile,33,2009
encrusting coralline algae,33,2009
excluding ophiothrix spiculata,33,2009
for plants 1m,33,2009
i.e diatom film,33,2009
invertebrates w o,33,2009
laminaria farlowii adult,33,2009
laminaria farlowii juvenile,33,2009
macrocystis pyrifera stipes,33,2009
macrocystis pyrifera subadult,33,2009
max of of,33,2009
misc plant i.e,33,2009
miscellaneous invertebrates w,33,2009
name date observers,33,2009
o ophiothrix spiculata,33,2009
observations avg st,33,2009
observers observations avg,33,2009
of of score,33,2009
of score abundance,33,2009
other brown algae,33,2009
oxylebius pictus were,33,2009
percent cover species,33,2009
plant i.e diatom,33,2009
pterygophora californica adult,33,2009
pterygophora californica juvenile,33,2009
pyrifera juvenile juvenile,33,2009
pyrifera stipes for,33,2009
score abundance count,33,2009
sea urchin wasting,33,2009
stipes for plants,33,2009
temperature loggers were,33,2009
w o ophiothrix,33,2009
year sampling began,33,2009
chromis punctipinnis were,32,2009
cypraea spadicea were,32,2009
kelletia kelletii were,32,2009
number per m,32,2009
semicossyphus pulcher were,32,2009
the most abundant,32,2009
with densities of,32,2009
by strongylocentrotus spp,31,2009
continued to be,31,2009
pisaster giganteus were,31,2009
remained similar to,31,2009
sea star wasting,31,2009
star wasting disease,31,2009
the roving diver,31,2009
the temperature loggers,31,2009
counts were conducted,30,2009
in recent years,30,2009
islands national park,30,2009
loggers were retrieved,30,2009
m the highest,30,2009
ophiothrix spiculata cover,30,2009
pycnopodia helianthoides were,30,2009
retrieved and deployed,30,2009
since we began,30,2009
the fish count,30,2009
transect data mean,30,2009
were retrieved and,30,2009
articulated coralline algae,29,2009
distributions anacapa island,29,2009
frequency distributions anacapa,29,2009
miscellaneous brown algae,29,2009
pulcher were observed,29,2009
temperature data were,29,2009
abundant and diverse,28,2009
abundant with up,28,2009
bare substrate cover,28,2009
black surfperch all,28,2009
centrostephanus coronatus were,28,2009
deployed and all,28,2009
invertebrates excluding ophiothrix,28,2009
miscellaneous invertebrates excluding,28,2009
observed in the,28,2009
sebastes atrovirens were,28,2009
we began monitoring,28,2009
were conducted on,28,2009
adult and no,27,2009
all temperature data,27,2009
and deployed and,27,2009
aplysia californica were,27,2009
black sea bass,27,2009
black surfperch adult,27,2009
california sheephead juvenile,27,2009
californica size frequency,27,2009
californica were common,27,2009
californica were observed,27,2009
data were downloaded,27,2009
megathura crenulata were,27,2009
moderately abundant with,27,2009
no sea star,27,2009
the lowest recorded,27,2009
were common and,27,2009
were downloaded successfully,27,2009
were rare at,27,2009
adult and juvenile,26,2009
and all temperature,26,2009
and no juvenile,26,2009
californica cover was,26,2009
gorgonian stylaster californica,26,2009
kelp rockfish all,26,2009
strongylocentrotus franciscanus density,26,2009
stylaster californica size,26,2009
the first time,26,2009
we have observed,26,2009
were observed in,26,2009
artificial recruitment modules,25,2009
during the fish,25,2009
girella nigricans were,25,2009
hypsypops rubicundus were,25,2009
island johnson's lee,25,2009
kelp rockfish adult,25,2009
m and up,25,2009
m respectively and,25,2009
rosa island johnson's,25,2009
sebastes serriceps were,25,2009
st dev black,25,2009
strongylocentrotus purpuratus density,25,2009
up to three,25,2009
was observed at,25,2009
was observed one,25,2009
and no juveniles,24,2009
embiotoca jacksoni were,24,2009
last year no,24,2009
moderately abundant and,24,2009
observed one adult,24,2009
oxyjulis californica were,24,2009
paralabrax clathratus were,24,2009
present with up,24,2009
a mean of,23,2009
blue rockfish all,23,2009
chrysomelas black and,23,2009
distributions santa rosa,23,2009
during the roving,23,2009
fish count santa,23,2009
kelp bass adult,23,2009
kelp bass all,23,2009
megastraea undosa were,23,2009
n santa cruz,23,2009
observed roving diver,23,2009
pile perch all,23,2009
sebastes chrysomelas black,23,2009
since monitoring began,23,2009
up to four,23,2009
were abundant and,23,2009
were observed similar,23,2009
coryphopterus nicholsii were,22,2009
halichoeres semicinctus were,22,2009
